texto,categoria,prioridade,setor
"Foi identificado que conexão Wi-Fi cai durante o expediente. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Rede,Média,Infraestrutura
"Preciso de suporte porque sistema está retornando erro durante o processamento. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Software,Crítica,Sistemas
Estamos com uma ocorrência em que usuário precisa de orientação após receber um alerta de segurança. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Segurança,Crítica,Suporte N1
"Foi identificado que sistema corporativo não consegue gerar o documento para impressão. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Impressora,Baixa,Sistemas
"Foi identificado que equipamento foi encontrado com um dispositivo desconhecido conectado. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",Hardware,Crítica,Segurança
Preciso de suporte porque estação de trabalho reinicia sem aviso. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Hardware,Crítica,Infraestrutura
Foi identificado que usuário não consegue imprimir na impressora do setor. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Impressora,Alta,Suporte N1
Estamos com uma ocorrência em que usuário precisa de orientação após receber um alerta de segurança. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Segurança,Alta,Suporte N1
Preciso de suporte porque equipamento foi encontrado com um dispositivo desconhecido conectado. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Hardware,Baixa,Segurança
Estamos com uma ocorrência em que caixa de e-mail apresenta erro ao abrir. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,E-mail,Crítica,Suporte N1
Preciso de suporte porque arquivo corporativo foi alterado sem explicação. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Segurança,Alta,Segurança
Foi identificado que impressão sai com configuração diferente da selecionada. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Impressora,Média,Suporte N1
Foi identificado que Outlook não está sincronizando novas mensagens. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,E-mail,Média,Suporte N1
Preciso de suporte porque aplicação apresenta erro depois da última atualização. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Software,Crítica,Sistemas
Preciso de suporte porque conexão com o servidor está intermitente. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Rede,Baixa,Infraestrutura
Foi identificado que estação apresenta alertas de segurança recorrentes. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Segurança,Alta,Segurança
Foi identificado que caixa de e-mail apresenta erro ao abrir. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,E-mail,Alta,Suporte N1
"Preciso de suporte porque sistema registrou alterações de dados sem identificação clara. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Segurança,Média,Sistemas
Foi identificado que ERP apresenta erro ao salvar informações. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Software,Média,Sistemas
Foi identificado que aplicativo corporativo fecha sozinho ao executar uma tarefa. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Software,Baixa,Suporte N1
Foi identificado que driver da impressora apresenta erro na estação. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Impressora,Média,Suporte N1
"Foi identificado que antivírus identificou uma ameaça em um arquivo. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Segurança,Alta,Segurança
Foi identificado que integração entre dois sistemas deixou de funcionar. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Software,Média,Sistemas
Preciso de suporte porque usuário não consegue imprimir na impressora do setor. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Suporte N1
"Preciso de suporte porque estação de trabalho reinicia sem aviso. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Hardware,Alta,Infraestrutura
Estamos com uma ocorrência em que antivírus identificou uma ameaça em um arquivo. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Segurança,Baixa,Segurança
"Preciso de suporte porque conta apresenta acessos que o usuário não reconhece. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Acesso,Alta,Segurança
Foi identificado que usuário precisa de orientação após receber um alerta de segurança. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Segurança,Média,Suporte N1
Preciso de suporte porque usuário não consegue enviar mensagens pelo e-mail corporativo. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,E-mail,Baixa,Suporte N1
"Preciso de suporte porque VPN corporativa não estabelece conexão. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Rede,Média,Infraestrutura
"Estamos com uma ocorrência em que foi identificado tráfego de rede incomum em uma estação. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Rede,Média,Segurança
Estamos com uma ocorrência em que servidor registrou comportamento de rede fora do padrão. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,Segurança,Baixa,Infraestrutura
Estamos com uma ocorrência em que programa instalado não abre para o usuário. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Software,Alta,Suporte N1
"Foi identificado que usuário não consegue entrar na conta corporativa. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Acesso,Alta,Suporte N1
"Preciso de suporte porque sistema corporativo não consegue gerar o documento para impressão. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Impressora,Média,Sistemas
"Foi identificado que programa instalado não abre para o usuário. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Software,Média,Suporte N1
"Preciso de suporte porque perfil não possui acesso a uma função do sistema. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Acesso,Crítica,Sistemas
Preciso de suporte porque conexão Wi-Fi cai durante o expediente. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Rede,Crítica,Infraestrutura
Estamos com uma ocorrência em que VPN corporativa não estabelece conexão. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Rede,Baixa,Infraestrutura
"Estamos com uma ocorrência em que monitor fica sem imagem durante o uso. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Hardware,Crítica,Suporte N1
"Estamos com uma ocorrência em que aplicação apresenta erro depois da última atualização. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Software,Baixa,Sistemas
Foi identificado que equipamento de impressão perdeu comunicação com a rede. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Infraestrutura
"Preciso de suporte porque VPN corporativa não estabelece conexão. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Rede,Baixa,Infraestrutura
"Estamos com uma ocorrência em que conta ficou bloqueada após tentativas de login. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Acesso,Alta,Suporte N1
Estamos com uma ocorrência em que servidor registrou comportamento de rede fora do padrão. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Segurança,Crítica,Infraestrutura
Foi identificado que monitor fica sem imagem durante o uso. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Hardware,Baixa,Suporte N1
Estamos com uma ocorrência em que perfil não possui acesso a uma função do sistema. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Acesso,Crítica,Sistemas
Foi identificado que permissão de acesso não foi aplicada corretamente no sistema. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Acesso,Baixa,Sistemas
Foi identificado que conexão com o servidor está intermitente. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Rede,Média,Infraestrutura
Preciso de suporte porque foi identificado tráfego de rede incomum em uma estação. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Rede,Alta,Segurança
"Preciso de suporte porque teclado parou de responder corretamente. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Hardware,Média,Suporte N1
"Preciso de suporte porque impressão sai com configuração diferente da selecionada. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Impressora,Baixa,Suporte N1
Estamos com uma ocorrência em que aplicação apresenta erro depois da última atualização. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Software,Média,Sistemas
"Preciso de suporte porque regra automática de e-mail não está funcionando corretamente. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",E-mail,Alta,Sistemas
Estamos com uma ocorrência em que notebook apresenta falha ao reconhecer dispositivos USB. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Hardware,Alta,Suporte N1
"Estamos com uma ocorrência em que aplicação apresenta erro depois da última atualização. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Software,Crítica,Sistemas
"Estamos com uma ocorrência em que computador não consegue acessar a rede corporativa. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Rede,Média,Infraestrutura
Estamos com uma ocorrência em que acesso a recursos internos pela rede está falhando. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Rede,Alta,Infraestrutura
Preciso de suporte porque usuário precisa de orientação após receber um alerta de segurança. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Segurança,Alta,Suporte N1
Preciso de suporte porque permissão de acesso não foi aplicada corretamente no sistema. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,Acesso,Baixa,Sistemas
Preciso de suporte porque foram recebidos anexos inesperados de remetente desconhecido. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,E-mail,Baixa,Segurança
"Foi identificado que internet está instável em uma área do escritório. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Rede,Baixa,Infraestrutura
"Estamos com uma ocorrência em que usuário recebeu aviso de alteração de senha que não solicitou. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Acesso,Média,Segurança
Foi identificado que impressão sai com configuração diferente da selecionada. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Impressora,Baixa,Suporte N1
"Estamos com uma ocorrência em que foram recebidos anexos inesperados de remetente desconhecido. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",E-mail,Baixa,Segurança
Preciso de suporte porque ERP apresenta erro ao salvar informações. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Software,Alta,Sistemas
Preciso de suporte porque aplicativo corporativo fecha sozinho ao executar uma tarefa. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Software,Alta,Suporte N1
"Preciso de suporte porque conta apresenta acessos que o usuário não reconhece. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Acesso,Média,Segurança
Estamos com uma ocorrência em que foi identificado possível e-mail de phishing na caixa corporativa. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Segurança
Foi identificado que usuário precisa de ajuda para selecionar a rede corporativa correta. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Rede,Média,Suporte N1
Preciso de suporte porque usuário recebeu uma solicitação de autenticação que não reconhece. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Acesso,Alta,Segurança
Estamos com uma ocorrência em que equipamento não recebe conexão pela rede cabeada. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Rede,Crítica,Infraestrutura
"Estamos com uma ocorrência em que notebook corporativo apresenta comportamento físico incomum após manutenção. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Hardware,Média,Segurança
Foi identificado que serviço de impressão do servidor não processa os trabalhos enviados. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Impressora,Média,Sistemas
"Preciso de suporte porque aplicação apresenta erro depois da última atualização. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Software,Média,Sistemas
Estamos com uma ocorrência em que foi identificado tráfego de rede incomum em uma estação. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Rede,Crítica,Segurança
Estamos com uma ocorrência em que caixa de e-mail apresenta erro ao abrir. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,E-mail,Média,Suporte N1
"Foi identificado que estação de trabalho reinicia sem aviso. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Hardware,Média,Infraestrutura
Estamos com uma ocorrência em que mensagens estão sendo enviadas pela conta sem reconhecimento do usuário. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,E-mail,Baixa,Segurança
"Estamos com uma ocorrência em que aplicativo solicita permissões incomuns que não eram pedidas antes. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Software,Alta,Segurança
Foi identificado que antivírus identificou uma ameaça em um arquivo. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Segurança,Média,Segurança
Foi identificado que equipamento não recebe conexão pela rede cabeada. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Rede,Baixa,Infraestrutura
"Preciso de suporte porque monitor fica sem imagem durante o uso. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Hardware,Média,Suporte N1
Foi identificado que aplicativo corporativo fecha sozinho ao executar uma tarefa. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Software,Crítica,Suporte N1
"Foi identificado que VPN corporativa não estabelece conexão. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Rede,Alta,Infraestrutura
Foi identificado que conexão Wi-Fi cai durante o expediente. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Rede,Crítica,Infraestrutura
"Preciso de suporte porque VPN registrou conexões incomuns para uma conta. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Segurança,Crítica,Infraestrutura
Foi identificado que sistema registrou alterações de dados sem identificação clara. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Segurança,Crítica,Sistemas
Preciso de suporte porque integração entre dois sistemas deixou de funcionar. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Software,Alta,Sistemas
Foi identificado que notebook corporativo apresenta comportamento físico incomum após manutenção. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Hardware,Crítica,Segurança
"Foi identificado que mensagens ficam presas na caixa de saída. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",E-mail,Alta,Suporte N1
Estamos com uma ocorrência em que integração entre dois sistemas deixou de funcionar. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,Software,Baixa,Sistemas
"Preciso de suporte porque conexão com o servidor está intermitente. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Rede,Média,Infraestrutura
Foi identificado que impressora compartilhada não está disponível para alguns usuários. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Impressora,Baixa,Infraestrutura
Preciso de suporte porque impressora aparece como offline no computador. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Impressora,Alta,Suporte N1
"Preciso de suporte porque documentos ficam presos na fila de impressão. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Impressora,Média,Suporte N1
Estamos com uma ocorrência em que mensagens estão sendo enviadas pela conta sem reconhecimento do usuário. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,E-mail,Média,Segurança
Estamos com uma ocorrência em que VPN registrou conexões incomuns para uma conta. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Segurança,Alta,Infraestrutura
Foi identificado que mensagens ficam presas na caixa de saída. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,E-mail,Média,Suporte N1
Estamos com uma ocorrência em que aplicação apresentou atividade incomum associada a um usuário. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Segurança,Média,Sistemas
"Preciso de suporte porque notebook apresenta falha ao reconhecer dispositivos USB. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Hardware,Média,Suporte N1
Preciso de suporte porque navegador redireciona para páginas inesperadas. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Segurança,Alta,Segurança
Foi identificado que sistema interno não carrega uma das telas. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Software,Média,Sistemas
Estamos com uma ocorrência em que driver da impressora apresenta erro na estação. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,Impressora,Baixa,Suporte N1
Foi identificado que aplicação apresenta erro depois da última atualização. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Software,Crítica,Sistemas
"Estamos com uma ocorrência em que monitor fica sem imagem durante o uso. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Hardware,Baixa,Suporte N1
Preciso de suporte porque caixa de e-mail apresenta erro ao abrir. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,E-mail,Crítica,Suporte N1
Foi identificado que estação de trabalho reinicia sem aviso. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Hardware,Baixa,Infraestrutura
"Foi identificado que sistema registrou alterações de dados sem identificação clara. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Segurança,Média,Sistemas
"Foi identificado que caixa de e-mail apresenta erro ao abrir. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",E-mail,Crítica,Suporte N1
Preciso de suporte porque mensagens estão sendo enviadas pela conta sem reconhecimento do usuário. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,E-mail,Alta,Segurança
"Preciso de suporte porque Outlook não está sincronizando novas mensagens. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",E-mail,Baixa,Suporte N1
Foi identificado que equipamento não recebe conexão pela rede cabeada. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Rede,Crítica,Infraestrutura
Preciso de suporte porque sistema registrou alterações de dados sem identificação clara. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Segurança,Crítica,Sistemas
Estamos com uma ocorrência em que aplicativo solicita permissões incomuns que não eram pedidas antes. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Software,Média,Segurança
Foi identificado que teclado parou de responder corretamente. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Hardware,Alta,Suporte N1
Foi identificado que aplicação apresentou atividade incomum associada a um usuário. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Segurança,Média,Sistemas
"Estamos com uma ocorrência em que houve tentativa de login em horário incomum. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Acesso,Média,Segurança
Foi identificado que usuário não consegue entrar na conta corporativa. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Acesso,Baixa,Suporte N1
Foi identificado que programa desconhecido apareceu instalado na máquina. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Software,Média,Segurança
Foi identificado que notebook apresenta falha ao reconhecer dispositivos USB. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Hardware,Média,Suporte N1
"Estamos com uma ocorrência em que sistema registrou alterações de dados sem identificação clara. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Segurança,Baixa,Sistemas
"Preciso de suporte porque senha do usuário não está sendo aceita. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Podem verificar, por favor?",Acesso,Alta,Suporte N1
Foi identificado que usuário recebeu aviso de alteração de senha que não solicitou. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Acesso,Média,Segurança
Foi identificado que sistema registrou alterações de dados sem identificação clara. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Segurança,Alta,Sistemas
Foi identificado que serviço de impressão do servidor não processa os trabalhos enviados. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Impressora,Crítica,Sistemas
"Estamos com uma ocorrência em que antivírus identificou uma ameaça em um arquivo. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Segurança,Média,Segurança
Estamos com uma ocorrência em que sistema está retornando erro durante o processamento. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Software,Alta,Sistemas
"Preciso de suporte porque serviço de impressão do servidor não processa os trabalhos enviados. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Impressora,Média,Sistemas
Preciso de suporte porque arquivo corporativo foi alterado sem explicação. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Segurança,Crítica,Segurança
Preciso de suporte porque usuário não consegue enviar mensagens pelo e-mail corporativo. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,E-mail,Crítica,Suporte N1
Preciso de suporte porque sistema registrou alterações de dados sem identificação clara. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,Segurança,Baixa,Sistemas
Foi identificado que arquivo corporativo foi alterado sem explicação. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Segurança,Média,Segurança
"Estamos com uma ocorrência em que sistema registrou alterações de dados sem identificação clara. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Segurança,Crítica,Sistemas
Preciso de suporte porque sistema interno não carrega uma das telas. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Software,Alta,Sistemas
"Foi identificado que foi identificado possível e-mail de phishing na caixa corporativa. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",E-mail,Alta,Segurança
"Foi identificado que ERP apresenta erro ao salvar informações. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Software,Baixa,Sistemas
Foi identificado que mensagens estão sendo enviadas pela conta sem reconhecimento do usuário. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,E-mail,Média,Segurança
"Preciso de suporte porque foi identificado possível e-mail de phishing na caixa corporativa. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",E-mail,Média,Segurança
"Estamos com uma ocorrência em que impressão sai com configuração diferente da selecionada. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Impressora,Média,Suporte N1
"Preciso de suporte porque notebook corporativo apresenta comportamento físico incomum após manutenção. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Hardware,Crítica,Segurança
Preciso de suporte porque aplicativo solicita permissões incomuns que não eram pedidas antes. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Software,Alta,Segurança
"Foi identificado que mensagens estão sendo enviadas pela conta sem reconhecimento do usuário. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",E-mail,Crítica,Segurança
Preciso de suporte porque equipamento foi encontrado com um dispositivo desconhecido conectado. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Hardware,Crítica,Segurança
"Preciso de suporte porque usuário recebeu uma solicitação de autenticação que não reconhece. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Acesso,Média,Segurança
Preciso de suporte porque permissão de acesso não foi aplicada corretamente no sistema. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Acesso,Crítica,Sistemas
Estamos com uma ocorrência em que notebook corporativo apresenta comportamento físico incomum após manutenção. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Hardware,Crítica,Segurança
"Preciso de suporte porque estação de trabalho reinicia sem aviso. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Hardware,Média,Infraestrutura
Preciso de suporte porque ERP apresenta erro ao salvar informações. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Software,Crítica,Sistemas
Foi identificado que perfil não possui acesso a uma função do sistema. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Acesso,Crítica,Sistemas
"Foi identificado que servidor registrou comportamento de rede fora do padrão. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",Segurança,Crítica,Infraestrutura
Foi identificado que funcionalidade do portal corporativo não responde. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Software,Crítica,Sistemas
